SEQENCE ID                     TM SP PREDICTION
A0A0H3JMA0                      0  0 o
A0A0H3JMA8                      0  0 o
A0A0H3JMB3                      0  0 o
A0A0H3JMB5                      1  0 o6-25i
A0A0H3JMC7                     12  Y n4-14c18/19o92-113i134-151o157-173i180-207o219-238i273-294o300-318i339-357o369-389i396-418o438-457i469-489o
A0A0H3JMD2                      0  0 o
A0A0H3JME7                      0  Y n6-14c20/21o
A0A0H3JMF0                      0  Y n7-18c23/24o
A0A0H3JMF4                      0  0 o
A0A0H3JMJ0                      9  0 o12-31i43-61o81-104i125-143o163-186i214-232o238-255i262-279o291-312i
A0A0H3JMN1                      0  0 o
A0A0H3JMP4                      0  0 o
A0A0H3JMQ0                      0  Y n8-19c23/24o
A0A0H3JMQ7                     13  Y n3-14c18/19o28-49i70-90o110-126i131-151o163-186i207-230o250-271i283-301o317-337i344-362o374-392i413-432o452-470i
A0A0H3JMR0                      0  0 o
A0A0H3JMR3                     10  0 i107-131o159-180i187-208o228-245i257-281o301-321i341-361o373-392i399-418o438-461i
A0A0H3JMS7                      0  0 i
A0A0H3JMT8                      0  0 o
A0A0H3JMW6                      0  0 o
A0A0H3JMY9                      0  0 o
A0A0H3JN05                      3  0 o47-66i73-94o114-135i
A0A0H3JN14                      3  0 i7-25o31-48i55-75o
A0A0H3JN46                      5  0 i21-39o59-87i99-119o125-146i167-186o
A0A0H3JN79                      0  0 o
A0A0H3JNA0                      0  Y n13-24c29/30o
A0A0H3JNG2                      0  0 o
A0A0H3JNS9                      1  0 o58-80i
A0A0H3JP21                      0  0 o
A0A0H3JPB3                      4  0 i37-56o76-96i103-121o133-152i
A0A0H3JPC3                      0  0 o
A0A0H3JPC9                      6  Y n3-14c19/20o35-60i72-90o96-120i141-161o181-201i208-236o
A0A0H3JPT2                      0  0 o
A0A0H3JPU8                      0  Y n3-14c19/20o
A0A0H3JPX9                      0  0 o
A0A0H3JQK3                      0  0 i
A0A0H3JQR6                      0  Y n11-21c26/27o
A0A0H3JR74                      0  0 o
A0A0H3JR81                      0  0 o
A0A0H3JR87                      0  0 o
A0A0H3JR91                      0  0 i
A0A0H3JR97                      0  0 o
A0A0H3JRA1                      1  0 o6-27i
A0A0H3JRA7                      0  0 o
A0A0H3JRB3                      1  0 o60-78i
A0A0H3JRB9                      0  0 i
A0A0H3JRC5                      0  0 o
A0A0H3JRC9                      0  0 o
A0A0H3JRD3                      0  0 o
A0A0H3JRM4                      3  0 o6-24i29-47o78-101i
A0A0H3JRP5                      0  0 o
A0A0H3JRT5                      0  0 o
A0A0H3JRU0                      0  0 o
A0A0H3JRW6                      0  0 o
A0A0H3JS36                      0  Y n12-23c28/29o
A0A0H3TQU6                      0  0 o
A0A0H3TQU7                      0  0 o
A0A0T7C0U9                      0  0 o
A0A0T7C0V9                      0  0 o
A0A0T7C0W0                      0  0 i
A0A0T7C0W5                      0  0 o
A0A0T7C0X3                      0  0 o
A0A0T7C132                      0  0 o
A0A0X8R8P1                      0  Y n4-12c17/18o
A0A0X8R9H9                      0  0 o
A0A0X8RA09                      0  0 o
A0A0X8RA30                      0  0 o
A0A0X8RA45                      0  0 i
A0A0X8RA60                      0  0 i
A0A0X8RB14                      0  0 i
A0A0X8RB18                      0  0 o
A0A0X8RB37                      0  0 i
A0A0X8RBR6                      0  0 i
A0A0X8RCX9                      0  0 o
A0A0X8RD76                      0  0 o
A0A109YPI1                      0  0 o
A0A109YPI2                      0  0 o
A0A109YPS0                      0  0 o
A0A109YQF0                      0  0 o
A0A120LVA1                      0  0 o
A0A120LVN2                      0  0 o
A0A120LVT4                      0  0 i
A0A143EAU0                      0  0 o
A0A143EC46                      0  Y n3-14c18/19o
A0A143EFV7                      0  0 o
A0A143ENV1                      0  0 o
A0A152AXK8                      0  0 o
A0A152GJS4                      0  0 o
A0A152TTX0                      0  0 o
A0A152TW83                      0  0 o
A0A152UKI9                      3  0 o26-44i51-69o75-96i
A0A152UND9                      0  0 o
A0A152UNM3                      0  0 o
A0A152UP93                      0  Y n8-19c25/26o
A0A152UYW9                      0  0 o
A0A152UZ65                      0  0 o
A0A152UZL9                      0  0 o
A0A152V2F9                      1  0 i195-214o
A0A152V4N3                      0  0 o
A0A152V5A8                      0  0 o
A0A152V6N1                      0  Y n5-15c20/21o
A0A152V9Q1                      0  0 o
A0A152VFA8                      0  Y n6-16c21/22o
A0A152VKR3                     10  0 i21-41o78-95i107-126o132-153i160-181o201-223i230-251o257-280i292-314o320-339i
A0A152VP78                      0  Y n6-17c22/23o
A0A2Z5XGZ6                      0  0 o
A0A2Z5XIW6                      1  0 o6-31i
A0A2Z5XJ93                      1  0 o14-31i
A0A2Z5XJV6                      0  Y n3-14c19/20o
A0A2Z5XKP0                      0  0 o
A0A2Z5XKU1                      1  0 i12-41o
A0A2Z5XL03                      0  0 i
A0A2Z5XLI9                      1  0 o6-24i
A0A2Z5XMR0                      0  0 i
A0A2Z5XN35                      0  0 o
A0A2Z5XNZ1                      0  0 o
A0A2Z5XQC2                      0  Y n7-17c29/30o
A0A2Z5XS58                      0  0 o
A0A2Z5XSF7                      0  0 o
A0A2Z5XSV9                      1  0 o6-25i
A0A2Z5XTC9                      0  Y n7-14c19/20o
A0A2Z5XU00                      0  0 o
A0A2Z5XUF6                      2  0 i7-26o32-56i
A0A2Z6FL91                      0  0 o
A0A2Z6FLA0                      0  Y n4-15c23/24o
A0A2Z6FLA7                      0  0 o
A0A2Z6FLB2                      0  0 i
A0A2Z6FLC6                      0  0 i
A0A2Z6FLE5                      0  0 i
A0A2Z6FLE6                      0  Y n10-20c24/25o
A0A2Z6FLG3                      1  0 o14-31i
A0A2Z6FLG5                      0  0 o
A0A2Z6FLG9                      0  0 i
A0A2Z6FLH0                      0  0 o
A0A2Z6FLH2                      0  0 i
A0A2Z6FLH5                      0  0 o
A0A2Z6FLH8                      0  0 o
A0A2Z6FLH9                      0  0 o
A0A2Z6FLI3                      0  0 o
A0A2Z6FLI5                      1  0 i20-41o
A0A2Z6FLI7                      0  Y n5-16c21/22o
A0A2Z6FLI8                      0  Y n5-15c20/21o
A0A2Z6FLJ7                      1  0 i12-33o
A0A2Z6FLK6                      0  0 o
A0A2Z6FLK7                      0  Y n4-15c21/22o
A0A2Z6FLK8                      0  Y n7-18c26/27o
A0A2Z6FLL1                      0  Y n7-18c22/23o
A0A2Z6FLL2                      2  0 i5-27o33-54i
A0A2Z6FLN2                      1  0 i7-28o
A0A2Z6FLR0                      1  0 o34-52i
A0A2Z6FLT0                      0  0 o
A0A2Z6FLW8                      1  Y n4-14c19/20o29-49i
A0A2Z6FM32                      0  0 i
A0A2Z6FM66                      1  Y n7-15c19/20o29-47i
A0A2Z6FM96                      1  0 i7-25o
A0A2Z6FMA9                      0  0 o
A0A341ZMH4                      2  0 i82-100o145-163i
A0A4Q2TTF8                      0  0 o
A7UQV4                          0  Y n4-15c19/20o
A7UQV5                          0  Y n4-12c17/18o
A7UQV6                          0  0 o
A7UQV7                          0  0 o
A7UQV8                          0  0 o
A7UQV9                          0  0 o
A7UQW0                          0  Y n4-15c24/25o
A7UQW1                          0  0 o
A7UQW2                          0  0 o
A7UQW4                          0  0 o
A7UQW5                          0  0 o
A7UQW6                          0  0 o
A7UQW7                          0  0 o
A7UQW8                          0  0 o
A7UQW9                          0  0 o
A7UQX0                          0  Y n5-14c18/19o
A7UQX1                          0  Y n4-12c17/18o
A7UQX2                          0  0 o
A7UQX3                          0  Y n7-15c19/20o
A7UQX4                          0  0 o
A7UQX5                          1  0 i47-68o
A7UQX6                          0  0 o
A7UQX7                          0  0 o
A7UQX8                          0  0 o
A7UQY0                          0  0 o
A7UQY3                          2  0 i7-25o37-58i
A8B1H3                          0  0 o
A8B1H4                          0  0 o
A8B1H5                          0  0 o
A8B1H6                          0  0 o
A8B1H7                          0  0 o
A8B1H8                          0  0 i
A8B1I0                          0  0 o
A8B1I2                          0  0 o
A8B1I3                          0  Y n7-18c23/24o
A8B1I4                          1  0 i12-38o
A8B1I6                          0  0 o
A8B1I7                          0  0 o
A8B1I8                          0  0 o
A8B1I9                          0  0 o
A8B1J0                          0  0 o
A8B1J1                          0  0 i
A8B1J2                          0  0 o
A8B1J3                          0  0 i
A8B1J5                          0  0 o
O07858                          0  0 o
O53005                          0  0 o
O82883                          1  0 i28-49o
O82887                          0  Y n2-9c15/16o
O82889                          0  0 o
O82891                          0  0 o
O82894                          0  0 o
O82895                          0  0 o
O82896                          0  0 o
O82898                          0  0 o
O82899                          0  0 o
O82900                          0  0 o
O82902                          0  0 o
O82903                          0  Y n5-15c20/21o
O82905                          0  0 o
O82906                          0  0 i
O82907                          0  0 o
O82911                          0  0 o
O82912                          0  0 o
O82913                          0  Y n18-27c31/32o
O82914                          0  0 o
O82915                          0  0 o
O82917                          0  0 o
O82918                          0  0 o
O82920                          6  0 o59-77i89-107o141-167i179-196o202-219i231-247o
O82921                          0  0 o
O82924                          0  Y n3-18c23/24o
O82926                          0  0 o
O82927                          0  0 o
O82928                          0  0 o
O82933                          2  0 i81-99o144-162i
O82936                          5  0 i12-34o46-63i70-91o124-142i154-174o
P0A3F6                          2  0 o12-35i47-71o
P0A4P7                          0  0 o
P0A774                          0  0 o
P0A8C3                          0  0 o
P0A8C6                          0  0 o
P0A8D5                          0  0 o
P0A8E3                          0  0 o
P0A8E6                          0  0 o
P0A8J6                          0  0 o
P0A8K6                          0  0 i
P0A8L9                          0  0 o
P0A8R6                          0  0 o
P0A8X3                          0  Y n4-15c22/23o
P0A8X6                          0  Y n3-14c20/21o
P0A8Z9                          0  0 o
P0A980                          0  0 i
P0A984                          0  0 i
P0A9V7                          0  0 o
P0AA33                          0  0 o
P0AA55                          0  Y n2-13c18/19o
P0AAA2                          4  0 i14-35o98-120i132-150o162-182i
P0AAM0                          0  0 o
P0AAN7                          0  0 o
P0AAP9                          2  0 i25-48o68-95i
P0AAQ8                          0  0 o
P0AAR6                          4  0 i5-25o31-52i73-91o97-115i
P0AAT3                          0  0 o
P0AAU1                          0  0 o
P0AAU3                          1  0 o12-33i
P0AAU8                          0  0 o
P0AAV2                          3  0 o17-34i46-67o73-96i
P0AAW3                          0  0 o
P0AAW7                          4  0 i12-32o38-58i79-96o102-120i
P0AAY2                          0  0 o
P0AAY8                          0  0 o
P0AAZ2                          4  0 i21-44o64-87i94-111o131-151i
P0AAZ9                          0  0 o
P0AB04                          0  0 o
P0AB16                          0  0 o
P0AB32                          0  Y n3-13c18/19o
P0AB45                          0  0 i
P0AB51                          2  0 i12-29o41-59i
P0AB53                          0  0 o
P0AB63                          0  0 o
P0ACW1                          0  0 o
P0ACW9                          0  0 o
P0ACX1                          3  Y n7-17c21/22o31-47i59-79o85-108i
P0ACY0                          0  0 i
P0ACZ1                          0  0 o
P0AD26                          0  0 o
P0AD41                          0  0 o
P0AD55                          0  0 o
P0AD76                          0  0 o
P0AD81                          0  Y n4-13c20/21o
P0AD85                          0  0 o
P0AD91                          0  0 o
P0AD94                          0  0 i
P0ADD0                          0  0 o
P0ADD8                          0  0 o
P0ADE0                          0  0 o
P0ADK2                          0  Y n10-21c26/27o
P0ADK5                          2  0 o6-25i46-66o
P0ADL0                          0  0 o
P0ADL5                          0  Y n6-17c21/22o
P0ADL8                          3  0 i21-39o45-65i91-116o
P0ADM2                          3  0 i21-39o54-72i93-114o
P0ADQ1                          0  0 o
P0ADS7                          0  Y n5-16c21/22o
P0ADT1                          0  Y n6-16c20/21o
P0ADU9                          0  0 o
P0ADX0                          0  0 i
P0ADX3                          0  0 o
P0ADX6                          0  0 i
P0AE44                          1  0 o23-48i
P0AE93                          0  Y n6-16c21/22o
P0AE97                          0  Y n7-17c22/23o
P0AEA0                          0  Y n6-14c19/20o
P0AEH0                          0  0 o
P0AET6                          6  0 i23-42o48-69i76-97o103-124i136-155o161-187i
P0AEV5                          0  0 o
P0AEV8                          0  0 o
P0AF35                          4  0 i20-38o44-63i75-93o99-121i
P0AF42                          3  Y n10-21c26/27o36-51i63-83o89-108i
P0AF47                          0  Y n4-15c21/22o
P0AF49                          0  0 o
P0AF51                          0  0 o
P0AF57                          0  Y n4-13c17/18o
P0AF60                          0  0 o
P0AF74                          1  Y n3-13c17/18o41-60i
P0AF77                          0  0 o
P0AF88                          0  Y n5-15c20/21o
P0AG29                          1  0 o12-30i
P0AGK6                          0  0 i
P0AGM6                          0  0 o
P0C1Y6                          1  0 o6-31i
P0C265                          0  0 o
P0DUE4                          0  0 o
P58092                          0  0 o
P58213                          0  0 o
P58217                          0  0 o
P58218                          0  0 o
P58318                          0  0 o
P58403                          0  Y n4-15c21/22o
P61468                          0  0 o
P62067                          0  0 o
P62524                          1  0 o6-27i
P62674                          0  0 o
P62769                          0  0 o
P63265                          0  0 o
P64436                          0  0 o
P64440                          4  0 i7-28o40-57i64-83o95-117i
P64443                          1  0 i25-45o
P64447                          1  Y n15-26c31/32o55-80i
P64452                          0  Y n9-18c23/24o
P64457                          0  0 o
P64460                          0  Y n5-16c22/23o
P64465                          0  0 o
P64472                          2  0 o20-44i56-77o
P64477                          0  0 o
